Project Code,Country,Vendor,Manufacturing Site,Shipment Mode,Product Group,Sub Classification,Brand,Scheduled Delivery Date,Delivered to Client Date,PO Sent to Vendor Date,Weight,Freight Cost,Shipment Value,Insurance,Delivery Delay,Shipping Duration,Delivery Status,Shipment Year,Shipment Month,Shipment Quarter
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"Aurobindo Unit III, India",Truck,ARV,Adult,Generic,2009-05-15,2009-04-23,2009-04-02,,3134.85,19770.0,38.75,-22,21.0,On-Time,2009,May,2009Q2
106-HT-T01,Haiti,Orasure Technologies Inc.,"Pacific Biotech, Thailand",Air,HRDT,HIV test,OraQuick,2009-09-16,2009-09-16,2009-04-02,144.0,3128.19,21000.0,41.16,0,167.0,On-Time,2009,September,2009Q3
102-KE-T01,Kenya,"Orgenics, Ltd",Inverness Japan,Air,HRDT,HIV test,Determine,2009-07-10,2009-07-10,2009-04-04,2215.0,16835.31,600000.0,1176.0,0,97.0,On-Time,2009,July,2009Q3
133-NG-T01,Nigeria,"Orgenics, Ltd",Inverness Japan,Air,HRDT,HIV test,Determine,2009-08-18,2009-08-18,2009-04-09,1915.0,24514.33,511600.0,1002.74,0,131.0,On-Time,2009,August,2009Q3
107-RW-T01,Rwanda,HETERO LABS LIMITED,Hetero Unit III Hyderabad IN,Air,ARV,Adult,Generic,2009-07-25,2009-07-25,2009-04-15,4482.0,37404.74,386384.88,757.31,0,101.0,On-Time,2009,July,2009Q3
104-CI-T01,C̫te d'Ivoire,BIO-RAD LABORATORIES (FRANCE),Bio-Rad Laboratories,Air,HRDT,HIV test,Genie,2009-09-15,2009-09-15,2009-04-15,1101.0,8074.03,110000.0,215.6,0,153.0,On-Time,2009,September,2009Q3
108-VN-T01,Vietnam,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE (Abbott) France,Air,ARV,Adult,Norvir,2009-07-17,2009-07-17,2009-04-29,48.0,3366.04,613.76,1.2,0,79.0,On-Time,2009,July,2009Q3
108-VN-T01,Vietnam,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2009-07-10,2009-07-10,2009-04-29,1804.0,6341.88,39025.0,76.49,0,72.0,On-Time,2009,July,2009Q3
102-BW-T01,Botswana,Orasure Technologies Inc.,"Pacific Biotech, Thailand",Air,HRDT,HIV test,OraQuick,2009-06-12,2009-07-10,2009-05-27,12.0,684.42,1750.0,3.43,28,44.0,Delayed,2009,June,2009Q2
119-NA-T01,Namibia,"Orgenics, Ltd",Chembio Diagnostics Sys. Inc.,Air,HRDT,HIV test,Clearview,2009-09-01,2009-09-01,2009-05-18,48.0,401.97,5025.0,9.85,0,106.0,On-Time,2009,September,2009Q3
108-VN-T01,Vietnam,BRISTOL-MYERS SQUIBB,"BMS Meymac, France",Air,ARV,Pediatric,Videx,2009-07-28,2009-07-28,2009-05-27,148.0,14.36,2800.0,5.49,0,62.0,On-Time,2009,July,2009Q3
119-NA-T01,Namibia,"Trinity Biotech, Plc","Trinity Biotech, Plc",Air,HRDT,HIV test,Uni-Gold,2009-06-29,2009-06-29,2009-06-02,79.0,1736.18,7040.0,13.8,0,27.0,On-Time,2009,June,2009Q2
116-ZA-T01,South Africa,S. BUYS WHOLESALER,ABBVIE (Abbott) Logis. UK,Truck,ARV,Adult,Norvir,2009-07-28,2009-07-28,2009-06-05,,,490.0,0.96,0,53.0,On-Time,2009,July,2009Q3
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"Aurobindo Unit III, India",Truck,ARV,Adult,Generic,2009-10-12,2009-08-05,2009-06-05,,,41300.0,80.95,-68,61.0,On-Time,2009,October,2009Q4
116-ZA-T01,South Africa,S. BUYS WHOLESALER,GSK Mississauga (Canada),Truck,ARV,Pediatric,Epivir,2009-10-12,2009-07-28,2009-06-05,,,2838.2,5.56,-76,53.0,On-Time,2009,October,2009Q4
100-CI-T01,C̫te d'Ivoire,BIO-RAD LABORATORIES (FRANCE),Bio-Rad Laboratories,Air,HRDT,HIV test,Genie,2006-06-27,2006-06-27,2006-04-19,165.0,1816.57,11076.45,,0,69.0,On-Time,2006,June,2006Q2
104-CI-T01,C̫te d'Ivoire,Orasure Technologies Inc.,"Pacific Biotech, Thailand",Air,HRDT,HIV test,OraQuick,2006-07-14,2006-07-14,,15.0,1039.5,2400.0,,0,,On-Time,2006,July,2006Q3
108-VN-T01,Vietnam,BRISTOL-MYERS SQUIBB,"BMS Meymac, France",Air,ARV,Pediatric,Videx,2006-11-16,2006-11-16,,555.0,3292.15,19600.0,,0,,On-Time,2006,November,2006Q4
106-HT-T01,Haiti,Orasure Technologies Inc.,"Pacific Biotech, Thailand",Air,HRDT,HIV test,OraQuick,2006-11-09,2006-11-09,,36.0,1195.29,6000.0,,0,,On-Time,2006,November,2006Q4
113-ZW-T01,Zimbabwe,INTERNATIONAL HEALTHCARE DISTRIBUTORS,ABBVIE (Abbott) St. P'burg USA,Air,ARV,Adult,Kaletra,2006-11-07,2006-11-07,,135.0,,11096.8,,0,,On-Time,2006,November,2006Q4
112-NG-T01,Nigeria,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2006-12-07,2006-12-07,,479.0,4861.14,2994.9,,0,,On-Time,2006,December,2006Q4
108-VN-T01,Vietnam,CIPLA LIMITED,"Cipla, Goa, India",Air,ARV,Adult,Generic,2007-03-14,2007-03-14,2006-11-15,2575.0,18772.94,276100.0,,0,119.0,On-Time,2007,March,2007Q1
108-VN-T01,Vietnam,STRIDES ARCOLAB LIMITED,"Strides, Bangalore, India.",Air,ARV,Adult,Generic,2007-03-14,2007-03-14,2006-11-15,9170.0,42453.21,144205.0,,0,119.0,On-Time,2007,March,2007Q1
102-GY-T01,Guyana,"Trinity Biotech, Plc","Trinity Biotech, Plc",Air,HRDT,HIV test,Uni-Gold,2006-12-29,2006-12-29,,316.0,4989.87,36000.0,,0,,On-Time,2006,December,2006Q4
111-MZ-T01,Mozambique,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBSP,Air,ARV,Adult,Aluvia,2007-02-15,2007-02-15,2006-11-17,25.0,,3288.0,,0,90.0,On-Time,2007,February,2007Q1
108-VN-T01,Vietnam,CIPLA LIMITED,"Cipla, Goa, India",Air,ARV,Adult,Generic,2007-05-12,2007-05-12,2007-01-09,6813.0,31858.09,525000.0,,0,123.0,On-Time,2007,May,2007Q2
107-RW-T01,Rwanda,CIPLA LIMITED,"Cipla, Goa, India",Air,ARV,Adult,Generic,2007-02-27,2007-02-27,2006-12-22,,,1087970.4,,0,67.0,On-Time,2007,February,2007Q1
107-RW-T01,Rwanda,CIPLA LIMITED,"Cipla, Patalganga, India",Air,ARV,Adult,Generic,2007-02-27,2007-02-27,2006-12-22,,,202340.5,,0,67.0,On-Time,2007,February,2007Q1
117-ET-T01,Ethiopia,Abbott GmbH & Co. KG,ABBVIE GmbH & Co.KG Wiesbaden,Air,HRDT,HIV test,Determine,2006-12-28,2006-12-28,2006-12-14,,,16000.0,,0,14.0,On-Time,2006,December,2006Q4
108-VN-T01,Vietnam,CIPLA LIMITED,"Cipla, Goa, India",Air,ARV,Adult,Generic,2007-08-24,2007-08-24,2007-02-07,2348.0,21439.59,187500.0,300.0,0,198.0,On-Time,2007,August,2007Q3
102-NG-T01,Nigeria,BIO-RAD LABORATORIES (FRANCE),Bio-Rad Laboratories,Air,HRDT,HIV test,Genie,2007-03-15,2007-03-30,,402.0,4445.75,28500.0,,15,,Delayed,2007,March,2007Q1
117-ET-T01,Ethiopia,Abbott GmbH & Co. KG,ABBVIE GmbH & Co.KG Wiesbaden,Air,HRDT,HIV test,Determine,2007-01-15,2007-01-15,2006-12-14,1707.0,24859.45,372000.0,,0,32.0,On-Time,2007,January,2007Q1
104-CI-T01,C̫te d'Ivoire,BRISTOL-MYERS SQUIBB,"BMS Meymac, France",Air,ARV,Pediatric,Videx,2007-10-23,2007-10-23,2007-05-09,306.0,,14981.5,23.97,0,167.0,On-Time,2007,October,2007Q4
102-NG-T01,Nigeria,Abbott GmbH & Co. KG,ABBVIE GmbH & Co.KG Wiesbaden,Air,HRDT,HIV test,Determine,2007-09-07,2007-09-07,,1194.0,5858.57,280000.0,448.0,0,,On-Time,2007,September,2007Q3
104-CI-T01,C̫te d'Ivoire,BRISTOL-MYERS SQUIBB,"BMS Meymac, France",Air,ARV,Pediatric,Videx,2007-10-02,2007-10-02,2007-07-13,,,40565.0,64.9,0,81.0,On-Time,2007,October,2007Q4
108-VN-T01,Vietnam,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2007-10-02,2007-10-02,2007-07-03,960.0,13762.41,1920.0,3.07,0,91.0,On-Time,2007,October,2007Q4
108-VN-T01,Vietnam,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2007-10-02,2007-10-02,2007-07-03,,,2100.0,3.36,0,91.0,On-Time,2007,October,2007Q4
108-VN-T01,Vietnam,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2007-10-15,2007-10-15,2007-07-04,,,2100.0,3.36,0,103.0,On-Time,2007,October,2007Q4
108-VN-T01,Vietnam,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2007-10-15,2007-10-15,2007-07-04,332.0,4454.62,40500.0,64.8,0,103.0,On-Time,2007,October,2007Q4
108-VN-T01,Vietnam,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2007-11-23,2007-11-23,2007-07-04,1955.0,16095.39,277425.0,443.88,0,142.0,On-Time,2007,November,2007Q4
108-VN-T01,Vietnam,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE Ludwigshafen Germany,Air,ARV,Adult,Aluvia,2007-08-27,2007-08-27,2007-07-03,117.0,1767.38,41095.0,65.75,0,55.0,On-Time,2007,August,2007Q3
109-TZ-T01,Tanzania,"Standard Diagnostics, Inc.","Standard Diagnostics, Korea",Air,HRDT,HIV test,Bioline,2007-09-19,2007-09-19,,3336.0,25165.3,200000.0,320.0,0,,On-Time,2007,September,2007Q3
107-RW-T01,Rwanda,ASPEN PHARMACARE,"Aspen-OSD, Port Elizabeth, SA",Air,ARV,Adult,Viread,2008-01-28,2008-01-28,2007-11-12,157.0,7922.24,27353.0,43.76,0,77.0,On-Time,2008,January,2008Q1
116-ZA-T01,South Africa,"JSI R&T INSTITUTE, INC.",ABBVIE (Abbott) Logis. UK,,ARV,Pediatric,Kaletra,2008-01-29,2008-01-29,2007-11-12,,,1447.8,2.32,0,78.0,On-Time,2008,January,2008Q1
116-ZA-T01,South Africa,"JSI R&T INSTITUTE, INC.","BMS Meymac, France",,ARV,Adult,Videx EC,2008-01-29,2008-01-29,2007-11-12,,,2850.0,4.56,0,78.0,On-Time,2008,January,2008Q1
108-VN-T01,Vietnam,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE (Abbott) Logis. UK,Air,ARV,Adult,Norvir,2008-03-28,2008-03-28,2007-11-21,337.0,2535.4,18333.0,29.33,0,128.0,On-Time,2008,March,2008Q1
102-NG-T01,Nigeria,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Chembio Diagnostics Sys. Inc.,Air,HRDT,HIV test,Stat-Pak,2008-01-21,2008-01-21,2007-11-30,3336.0,28002.75,270000.0,432.0,0,52.0,On-Time,2008,January,2008Q1
107-RW-T01,Rwanda,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Mylan (formerly Matrix) Nashik,Air,ARV,Adult,Generic,2008-01-28,2008-01-28,2007-12-03,113.0,1511.25,30222.5,48.36,0,56.0,On-Time,2008,January,2008Q1
108-VN-T01,Vietnam,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2008-02-01,2008-02-01,2007-12-05,125.0,2429.85,2100.0,3.36,0,58.0,On-Time,2008,February,2008Q1
100-KZ-T01,Kazakhstan,Orasure Technologies Inc.,"Pacific Biotech, Thailand",Air,HRDT,HIV test,OraQuick,2007-12-27,2007-12-27,2007-11-30,,,17500.0,28.0,0,27.0,On-Time,2007,December,2007Q4
123-NG-T01,Nigeria,"Orgenics, Ltd",Inverness Japan,Air,HRDT,HIV test,Determine,2008-02-05,2008-02-05,,148.0,2577.27,51993.5,83.19,0,,On-Time,2008,February,2008Q1
116-ZA-T01,South Africa,"JSI R&T INSTITUTE, INC.","BMS Meymac, France",,ARV,Adult,Zerit,2008-01-21,2008-01-04,2008-01-04,,,573.0,0.92,-17,0.0,On-Time,2008,January,2008Q1
102-BW-T01,Botswana,"Trinity Biotech, Plc","Trinity Biotech, Plc",Air,HRDT,HIV test,Uni-Gold,2008-07-03,2008-07-03,2008-02-04,154.0,2496.62,14400.0,23.04,0,150.0,On-Time,2008,July,2008Q3
102-NG-T01,Nigeria,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Chembio Diagnostics Sys. Inc.,Air,HRDT,HIV test,Stat-Pak,2008-09-19,2008-07-16,2008-01-29,2907.0,18864.37,277290.0,443.66,-65,169.0,On-Time,2008,September,2008Q3
111-MZ-T01,Mozambique,"Trinity Biotech, Plc","Trinity Biotech, Plc",Air,HRDT,HIV test,Uni-Gold,2008-03-27,2008-03-27,2008-02-19,9000.0,55746.59,288000.0,460.8,0,37.0,On-Time,2008,March,2008Q1
110-ZM-T01,Zambia,"Trinity Biotech, Plc","Trinity Biotech, Plc",Air,HRDT,HIV test,Uni-Gold,2008-05-14,2008-05-14,2008-02-25,2052.0,24689.0,193280.0,309.25,0,79.0,On-Time,2008,May,2008Q2
110-ZM-T01,Zambia,"Orgenics, Ltd",Inverness Japan,Air,HRDT,HIV test - Ancillary,Generic,2008-06-06,2008-05-30,2008-02-29,284.0,,43.0,0.07,-7,91.0,On-Time,2008,June,2008Q2
104-CI-T01,C̫te d'Ivoire,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Chembio Diagnostics Sys. Inc.,Air,HRDT,HIV test,Stat-Pak,2009-03-04,2009-03-04,2008-02-27,79.0,1104.69,7803.0,15.29,0,371.0,On-Time,2009,March,2009Q1
111-MZ-T01,Mozambique,"Orgenics, Ltd",Inverness Japan,Air,HRDT,HIV test,Determine,2008-07-09,2008-07-04,2008-02-27,682.0,5298.9,215970.0,345.55,-5,128.0,On-Time,2008,July,2008Q3
104-CI-T01,C̫te d'Ivoire,"Orgenics, Ltd",Inverness Japan,Air,HRDT,HIV test - Ancillary,Generic,2008-04-08,2008-04-04,2008-02-28,,,0.7,0.0,-4,36.0,On-Time,2008,April,2008Q2
104-CI-T01,C̫te d'Ivoire,"Orgenics, Ltd",Inverness Japan,Air,HRDT,HIV test,Determine,2008-07-22,2008-07-22,2008-02-28,255.0,5175.72,78120.0,124.99,0,145.0,On-Time,2008,July,2008Q3
104-CI-T01,C̫te d'Ivoire,"Orgenics, Ltd",Inverness Japan,Air,HRDT,HIV test,Determine,2008-12-19,2008-12-19,2008-02-29,256.0,7118.12,78120.0,153.12,0,294.0,On-Time,2008,December,2008Q4
102-GY-T01,Guyana,"Trinity Biotech, Plc","Trinity Biotech, Plc",Air,HRDT,HIV test,Uni-Gold,2008-05-06,2008-05-06,2008-02-28,832.0,3740.04,26624.0,42.6,0,68.0,On-Time,2008,May,2008Q2
102-GY-T01,Guyana,"Orgenics, Ltd",Inverness Japan,Air,HRDT,HIV test,Determine,2008-07-28,2008-07-28,2008-02-28,49.0,959.46,15333.87,24.53,0,151.0,On-Time,2008,July,2008Q3
102-BW-T01,Botswana,Orasure Technologies Inc.,"Pacific Biotech, Thailand",Air,HRDT,HIV test,OraQuick,2008-04-11,2008-04-11,,39.0,604.0,3500.0,5.6,0,,On-Time,2008,April,2008Q2
113-ZW-T01,Zimbabwe,"Orgenics, Ltd",Inverness Japan,Air,HRDT,HIV test - Ancillary,Generic,2008-11-17,2008-10-21,2008-03-17,,,16.34,0.03,-27,218.0,On-Time,2008,November,2008Q4
116-ZA-T01,South Africa,S. BUYS WHOLESALER,ABBVIE (Abbott) Logis. UK,Truck,ARV,Adult,Kaletra,2008-04-24,2008-04-24,2008-02-20,,,15760.0,25.22,0,64.0,On-Time,2008,April,2008Q2
116-ZA-T01,South Africa,S. BUYS WHOLESALER,ABBVIE (Abbott) France,Truck,ARV,Pediatric,Norvir,2008-04-24,2008-04-24,2008-02-20,,,47.28,0.08,0,64.0,On-Time,2008,April,2008Q2
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"Aspen-OSD, Port Elizabeth, SA",Truck,ARV,Adult,Viread,2008-04-24,2008-04-24,2008-02-20,,,10925.0,17.48,0,64.0,On-Time,2008,April,2008Q2
108-VN-T01,Vietnam,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2008-07-07,2008-06-20,2008-03-31,507.0,4159.45,29232.0,46.77,-17,81.0,On-Time,2008,July,2008Q3
108-VN-T01,Vietnam,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Mylan (formerly Matrix) Nashik,Air,ARV,Adult,Generic,2008-06-01,2008-06-01,2008-03-31,522.0,3796.05,77145.6,123.43,0,62.0,On-Time,2008,June,2008Q2
104-CI-T01,C̫te d'Ivoire,"Orgenics, Ltd",Inverness Japan,Air,HRDT,HIV test - Ancillary,Generic,2008-05-09,2008-05-09,2008-04-07,17.0,,2.5,0.0,0,32.0,On-Time,2008,May,2008Q2
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"Cipla, Goa, India",,ARV,Adult,Generic,2008-04-25,2008-04-07,2008-04-04,,,4614.0,7.38,-18,3.0,On-Time,2008,April,2008Q2
116-ZA-T01,South Africa,S. BUYS WHOLESALER,GSK Aranda,,ARV,Adult,Retrovir,2008-04-25,2008-04-25,2008-04-04,,,4155.0,6.65,0,21.0,On-Time,2008,April,2008Q2
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"BMS Meymac, France",,ARV,Adult,Videx EC,2008-04-25,2008-04-07,2008-04-04,,,1849.0,2.96,-18,3.0,On-Time,2008,April,2008Q2
102-NG-T01,Nigeria,"Orgenics, Ltd",Inverness Japan,Air,HRDT,HIV test - Ancillary,Generic,2008-05-28,2008-05-28,,,,11.3,0.02,0,,On-Time,2008,May,2008Q2
108-VN-T01,Vietnam,BRISTOL-MYERS SQUIBB,"BMS Meymac, France",Air,ARV,Pediatric,Videx,2008-10-03,2008-10-03,2008-05-13,81.0,3013.09,2800.0,4.48,0,143.0,On-Time,2008,October,2008Q4
108-VN-T01,Vietnam,STRIDES ARCOLAB LIMITED,"Strides, Bangalore, India.",Air,ARV,Adult,Generic,2008-08-19,2008-08-19,2008-05-13,502.0,7575.6,15631.0,25.01,0,98.0,On-Time,2008,August,2008Q3
116-ZA-T01,South Africa,S. BUYS WHOLESALER,ABBVIE (Abbott) Logis. UK,Truck,ARV,Adult,Kaletra,2008-08-20,2008-05-08,,,,24783.3,39.65,-104,,On-Time,2008,August,2008Q3
116-ZA-T01,South Africa,S. BUYS WHOLESALER,GSK Cape Town Factory (South Africa),Truck,ARV,Adult,Epivir,2008-08-20,2008-05-21,,,,11060.0,17.7,-91,,On-Time,2008,August,2008Q3
116-ZA-T01,South Africa,S. BUYS WHOLESALER,GSK Aranda,Truck,ARV,Adult,Retrovir,2008-08-20,2008-05-14,,,,16630.0,26.61,-98,,On-Time,2008,August,2008Q3
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"BI, Ingelheim, Germany",Truck,ARV,Pediatric,Viramune,2008-08-20,2008-05-08,,,,435.9,0.7,-104,,On-Time,2008,August,2008Q3
106-HT-T01,Haiti,"Orgenics, Ltd",Inverness Japan,Air,HRDT,HIV test,Determine,2008-10-27,2008-10-27,2008-05-23,257.0,2851.72,78610.0,154.08,0,157.0,On-Time,2008,October,2008Q4
107-RW-T01,Rwanda,"Trinity Biotech, Plc","Trinity Biotech, Plc",Air,HRDT,HIV test,Capillus,2008-08-16,2008-08-16,2008-06-12,234.0,5446.06,47260.0,75.62,0,65.0,On-Time,2008,August,2008Q3
107-RW-T01,Rwanda,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2008-07-23,2008-07-22,2008-06-13,5311.0,30408.04,569281.31,910.85,-1,39.0,On-Time,2008,July,2008Q3
107-RW-T01,Rwanda,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2008-07-23,2008-07-23,2008-06-13,6768.0,38120.96,725539.69,1160.86,0,40.0,On-Time,2008,July,2008Q3
108-VN-T01,Vietnam,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2008-09-19,2008-09-19,2008-07-01,,,37023.0,59.24,0,80.0,On-Time,2008,September,2008Q3
108-VN-T01,Vietnam,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2008-10-03,2008-10-03,2008-07-03,1114.0,5822.44,26143.5,41.83,0,92.0,On-Time,2008,October,2008Q4
116-ZA-T01,South Africa,S. BUYS WHOLESALER,GSK Aranda,Truck,ARV,Adult,Retrovir,2008-07-10,2008-07-14,,,,663.5,1.06,4,,Delayed,2008,July,2008Q3
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"MSD Midrand, J'burg, SA",Truck,ARV,Pediatric,Stocrin/Sustiva,2008-07-10,2008-07-08,,,,715.0,1.14,-2,,On-Time,2008,July,2008Q3
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"BMS Meymac, France",Truck,ARV,Adult,Videx EC,2008-07-10,2008-07-08,,,,1096.2,1.75,-2,,On-Time,2008,July,2008Q3
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"BMS Meymac, France",Truck,ARV,Pediatric,Videx,2008-07-10,2008-07-08,,,,150.48,0.24,-2,,On-Time,2008,July,2008Q3
110-ZM-T01,Zambia,"Orgenics, Ltd",Inverness Japan,Air,HRDT,HIV test - Ancillary,Generic,2008-09-22,2008-09-22,2008-08-21,889.0,7303.52,30.0,0.05,0,32.0,On-Time,2008,September,2008Q3
102-GY-T01,Guyana,"Orgenics, Ltd",Inverness Japan,Air,HRDT,HIV test,Determine,2008-10-29,2008-10-29,2008-08-21,49.0,1047.39,15333.87,30.05,0,69.0,On-Time,2008,October,2008Q4
133-NG-T01,Nigeria,"Orgenics, Ltd",Inverness Japan,Air,HRDT,HIV test - Ancillary,Generic,2008-10-15,2008-10-15,2008-07-18,1927.0,24870.05,65.02,0.1,0,89.0,On-Time,2008,October,2008Q4
133-NG-T01,Nigeria,"Orgenics, Ltd",Inverness Japan,Air,HRDT,HIV test,Determine,2008-09-12,2008-09-12,2008-08-21,1566.0,19992.75,549931.25,879.89,0,22.0,On-Time,2008,September,2008Q3
108-VN-T01,Vietnam,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE Ludwigshafen Germany,Air,ARV,Adult,Aluvia,2008-12-02,2008-12-02,2008-07-24,113.0,2709.98,35674.8,69.92,0,131.0,On-Time,2008,December,2008Q4
108-VN-T01,Vietnam,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2008-11-24,2008-11-24,2008-07-24,159.0,2568.6,12540.0,24.58,0,123.0,On-Time,2008,November,2008Q4
108-VN-T01,Vietnam,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Mylan (formerly Matrix) Nashik,Air,ARV,Adult,Generic,2008-11-25,2008-11-25,2008-07-24,613.0,3247.73,85596.0,167.77,0,124.0,On-Time,2008,November,2008Q4
108-VN-T01,Vietnam,CIPLA LIMITED,"Cipla, Goa, India",Air,ARV,Adult,Generic,2008-12-03,2008-12-03,2008-07-24,323.0,2335.19,26448.0,51.84,0,132.0,On-Time,2008,December,2008Q4
102-GY-T01,Guyana,ZEPHYR BIOMEDICALS,Not Applicable,Air,MRDT,Malaria,Paramax,2008-12-15,2008-12-15,2008-07-28,34.0,648.27,4050.0,7.94,0,140.0,On-Time,2008,December,2008Q4
117-ET-T01,Ethiopia,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Chembio Diagnostics Sys. Inc.,Air,HRDT,HIV test,Stat-Pak,2008-11-03,2008-10-13,2008-07-30,2147.0,11066.17,160866.0,257.39,-21,75.0,On-Time,2008,November,2008Q4
117-ET-T01,Ethiopia,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Chembio Diagnostics Sys. Inc.,Air,HRDT,HIV test,Stat-Pak,2008-11-03,2008-11-03,2008-07-30,1445.0,7303.25,107514.0,210.73,0,96.0,On-Time,2008,November,2008Q4
117-ET-T01,Ethiopia,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","KHB Test Kit Facility, Shanghai China",Air,HRDT,HIV test,Colloidal Gold,2008-10-07,2008-10-07,2008-08-22,5057.0,44347.71,160954.0,257.53,0,46.0,On-Time,2008,October,2008Q4
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"Aspen-OSD, Port Elizabeth, SA",Truck,ARV,Adult,Viread,2008-08-25,2008-08-14,,,,7080.0,11.33,-11,,On-Time,2008,August,2008Q3
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"BI, Ingelheim, Germany",Truck,ARV,Pediatric,Viramune,2008-08-25,2008-08-14,,,,557.6,0.89,-11,,On-Time,2008,August,2008Q3
117-ET-T01,Ethiopia,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","KHB Test Kit Facility, Shanghai China",Air,HRDT,HIV test,Colloidal Gold,2009-01-26,2009-01-20,2008-10-27,2509.0,19882.25,79810.0,156.43,-6,85.0,On-Time,2009,January,2009Q1
117-ET-T01,Ethiopia,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","KHB Test Kit Facility, Shanghai China",Air,HRDT,HIV test,Colloidal Gold,2008-12-03,2008-12-03,2008-10-27,2535.0,22433.91,80730.0,158.23,0,37.0,On-Time,2008,December,2008Q4
113-ZW-T01,Zimbabwe,BIOLYTICAL LABORATORIES INC.,bioLytical Laboratories,Air,HRDT,HIV test,INSTi,2009-02-03,2009-02-03,2008-10-28,,,12706.65,24.91,0,98.0,On-Time,2009,February,2009Q1
108-VN-T01,Vietnam,Aurobindo Pharma Limited,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2008-11-27,2008-11-27,2008-11-03,581.0,2653.27,17400.0,34.1,0,24.0,On-Time,2008,November,2008Q4
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"Cipla, Goa, India",Truck,ARV,Adult,Generic,2009-05-17,2008-10-09,,,,20410.0,40.0,-220,,On-Time,2009,May,2009Q2
116-ZA-T01,South Africa,S. BUYS WHOLESALER,GSK Mississauga (Canada),Truck,ARV,Pediatric,Retrovir,2009-05-17,2008-10-09,,,,733.2,1.44,-220,,On-Time,2009,May,2009Q2
116-ZA-T01,South Africa,S. BUYS WHOLESALER,Roche Basel,Truck,ARV,Adult,Invirase,2009-05-17,2008-10-09,,,,424.08,0.83,-220,,On-Time,2009,May,2009Q2
116-ZA-T01,South Africa,S. BUYS WHOLESALER,"BI, Ingelheim, Germany",Truck,ARV,Pediatric,Viramune,2009-05-17,2008-10-09,,,,540.4,1.06,-220,,On-Time,2009,May,2009Q2
133-NG-T01,Nigeria,"Orgenics, Ltd",Inverness Japan,Air,HRDT,HIV test,Determine,2009-04-08,2009-04-08,2008-11-20,1723.0,22451.67,460080.0,901.76,0,139.0,On-Time,2009,April,2009Q2
